26.06.2020	2.60441	69.4660
27.06.2020	2.59175	69.1284
30.06.2020	2.61743	69.9513
01.07.2020	2.64194	70.4413
02.07.2020	2.63273	70.4413
03.07.2020	2.59299	70.5198
04.07.2020	2.59262	70.4999
07.07.2020	2.62693	71.3409
08.07.2020	2.68123	72.1719
09.07.2020	2.64326	71.2379
10.07.2020	2.63252	70.8800
11.07.2020	2.64374	71.2298
14.07.2020	2.6112	70.7479
15.07.2020	2.62178	71.1275
16.07.2020	2.61037	70.7998
17.07.2020	2.60788	71.2310
18.07.2020	2.62277	71.7139
21.07.2020	2.60829	71.9628
22.07.2020	2.56592	70.9668
23.07.2020	2.54794	70.7881
24.07.2020	2.54381	70.9630
25.07.2020	2.58286	71.5974
28.07.2020	2.57697	71.5850
29.07.2020	2.59427	71.9196
30.07.2020	2.60702	72.2348
31.07.2020	2.64845	73.3633
01.08.2020	2.65196	73.4261
04.08.2020	2.67687	74.1586
05.08.2020	2.63674	73.3806
06.08.2020	2.64637	73.2806
07.08.2020	2.63979	73.0397
08.08.2020	2.66415	73.6376
11.08.2020	2.67331	73.7750
12.08.2020	2.65128	73.1522
13.08.2020	2.66053	73.2351
14.08.2020	2.68711	73.6067
15.08.2020	2.67455	73.2157
18.08.2020	2.67351	72.9676
19.08.2020	2.69715	73.4321
20.08.2020	2.68204	73.2392
21.08.2020	2.68088	73.7711
22.08.2020	2.70339	74.0999
25.08.2020	2.71007	74.4184
26.08.2020	2.718	74.5126
27.08.2020	2.75761	75.5379
28.08.2020	2.74079	75.2354
29.08.2020	2.71481	74.6382
01.09.2020	2.67537	73.8039
02.09.2020	2.66491	73.5849
03.09.2020	2.67176	73.8588
04.09.2020	2.72817	75.4680
05.09.2020	2.71304	75.1823
08.09.2020	2.72474	75.5910
09.09.2020	2.73204	75.9645
10.09.2020	2.73407	76.0713
11.09.2020	2.71303	75.5274
12.09.2020	2.68181	74.8896
15.09.2020	2.6693	74.7148
16.09.2020	2.68195	75.1884
17.09.2020	2.66457	74.9278
18.09.2020	2.67357	75.1941
19.09.2020	2.66353	75.0319
22.09.2020	2.69628	76.0381
23.09.2020	2.70657	76.2711
24.09.2020	2.70852	76.3545
25.09.2020	2.73165	77.1780
26.09.2020	2.71833	76.8195
29.09.2020	2.77966	78.6713
30.09.2020	2.81632	79.6845
01.10.2020	2.78337	78.7847
02.10.2020	2.72677	77.2774
03.10.2020	2.75515	78.0915
06.10.2020	2.75157	78.1281
07.10.2020	2.76748	78.5119
08.10.2020	2.75895	78.0921
09.10.2020	2.75554	77.9157
10.10.2020	2.73005	77.0284
13.10.2020	2.72741	77.0239
14.10.2020	2.72902	77.2855
